"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"Apple Savings","","05/12/2024","Deposit","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$0.22,"Reconciled"
"Chase checking","","05/11/2024","Transfer : Apple Card","","","","",$414.07,$0.00,"Reconciled"
"Apple Card","","05/11/2024","iPhone Payment","Electronics and software: Hardware","Electronics and software","Hardware","",$58.25,$0.00,"Reconciled"
"Apple Card","","05/11/2024","FlowSavvy","Electronics and software: Software","Electronics and software","Software","",$7.46,$0.00,"Reconciled"
"Apple Card","","05/11/2024","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",$0.00,$12.55,"Reconciled"
"Apple Card","","05/11/2024","Transfer : Chase checking","","","","",$0.00,$414.07,"Reconciled"
"Apple Card","","05/10/2024","Nomorobo","Electronics and software: Software","Electronics and software","Software","",$2.12,$0.00,"Reconciled"
"Apple Card","","05/10/2024","Nomorobo","Electronics and software: Software","Electronics and software","Software","",$2.12,$0.00,"Reconciled"
"Apple Savings","","05/10/2024","Deposit","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$0.45,"Reconciled"
"Apple Card","","05/09/2024","Disney+","Entertainment: TV & Movies","Entertainment","TV & Movies","",$14.93,$0.00,"Reconciled"
"Apple Savings","","05/09/2024","Deposit","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$0.58,"Reconciled"
"Chase checking","","05/09/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$171.11,"Reconciled"
"Chase Sapphire Reserve","","05/08/2024","Heroku","OlderGay.Men: Heroku","OlderGay.Men","Heroku","",$1193.60,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/08/2024","Op Retail","Food: Groceries","Food","Groceries","",$50.81,$0.00,"Reconciled"
"Apple Card","","05/08/2024","Hulu","Entertainment: TV & Movies","Entertainment","TV & Movies","",$19.20,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/08/2024","Readwise","Hidden Categories: Recurring expenses (see the Chronicle app)","Hidden Categories","Recurring expenses (see the Chronicle app)","",$8.99,$0.00,"Reconciled"
"Chase checking","","05/07/2024","Transfer : Instacart Mastercard","","","","",$2577.34,$0.00,"Reconciled"
"Chase checking","","05/07/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$66.35,"Reconciled"
"Paypal","","05/07/2024","SellYourMac","Electronics and software: Hardware","Electronics and software","Hardware","",$0.00,$470.00,"Reconciled"
"Chase checking","","05/07/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$932.63,"Reconciled"
"Instacart Mastercard","","05/07/2024","Transfer : Chase checking","","","","",$0.00,$2577.34,"Reconciled"
"Instacart Mastercard","","05/06/2024","Discourse.org","OlderGay.Men: Discourse","OlderGay.Men","Discourse","",$320.25,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/06/2024","Unwiredlabs Locationiq","OlderGay.Men: LocationIQ","OlderGay.Men","LocationIQ","",$99.00,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/06/2024","Letiste Praha Air","Food: Fast food","Food","Fast food","",$13.29,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/06/2024","Boots the Chemist","Health: Pharmacy","Health","Pharmacy","",$5.31,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/06/2024","Costa Coffee","Food: Fast food","Food","Fast food","",$4.79,$0.00,"Reconciled"
"Chase checking","","05/06/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$61.11,"Reconciled"
"Chase checking","","05/06/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$222.42,"Reconciled"
"Chase checking","","05/06/2024","Patreon","OlderGay.Men: Patreon","OlderGay.Men","Patreon","",$0.00,$1106.14,"Reconciled"
"Chase Sapphire Reserve","","05/05/2024","Big Bus Tours","Entertainment: Tourism","Entertainment","Tourism","",$38.93,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/05/2024","Hrad Is","Entertainment: Tourism","Entertainment","Tourism","",$19.48,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/05/2024","Operator Ict Aplika","Transportation: Mass transit","Transportation","Mass transit","",$14.20,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/05/2024","Kuppelaufstieg Frauenki","Entertainment: Tourism","Entertainment","Tourism","",$10.73,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/05/2024","Petrinska Kavarna","Food: Fast food","Food","Fast food","",$10.39,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/05/2024","Costa Coffee","Food: Fast food","Food","Fast food","",$9.67,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/05/2024","Prague City Tourism","Transportation: Mass transit","Transportation","Mass transit","",$9.52,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/05/2024","Dresdner Verkehr","Transportation: Mass transit","Transportation","Mass transit","",$9.23,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/05/2024","Starbucks","Food: Fast food","Food","Fast food","",$8.32,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/05/2024","Lidl","Food: Groceries","Food","Groceries","",$6.27,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/05/2024","Arcibiskupstvi Prazs","Entertainment: Tourism","Entertainment","Tourism","",$6.06,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/05/2024","Starbucks","Food: Fast food","Food","Fast food","",$5.85,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/05/2024","Equity Point Prague","Financial: Interest & Fees","Financial","Interest & Fees","",$4.78,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/05/2024","Central Apotheke","Health: Pharmacy","Health","Pharmacy","",$3.75,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/05/2024","Lidl","Food: Groceries","Food","Groceries","",$2.87,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/05/2024","Saints Bar","Entertainment: Bars","Entertainment","Bars","",$2.64,$0.00,"Reconciled"
"Apple Savings","","05/05/2024","Deposit","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$0.05,"Reconciled"
"Apple Savings","","05/05/2024","Deposit","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$1.20,"Reconciled"
"Apple Card","","05/04/2024","Patreon","Entertainment: Podcasts","Entertainment","Podcasts","",$5.34,$0.00,"Reconciled"
"Apple Savings","","05/04/2024","Deposit","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$0.06,"Reconciled"
"Chase checking","","05/03/2024","Zelle Transfer to Kevin Mayfield Jpm99agh01he","Income: Rented Rooms","Income","Rented Rooms","",$292.36,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/03/2024","Amazon web services","OlderGay.Men: AWS","OlderGay.Men","AWS","",$161.34,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/03/2024","British Airways","Transportation: Air travel","Transportation","Air travel","",$132.67,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/03/2024","Amazon web services","OlderGay.Men: AWS","OlderGay.Men","AWS","",$79.45,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/03/2024","Gewandhausorcheste","Entertainment: Music","Entertainment","Music","",$52.60,$0.00,"Reconciled"
"Apple Card","","05/03/2024","Apple One","Electronics and software: Software","Electronics and software","Software","",$40.13,$0.00,"Reconciled"
"Chase checking","","05/03/2024","ATM Withdrawal","Entertainment: Bathhouses","Entertainment","Bathhouses","",$30.08,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/03/2024","Linode Akamai","OlderGay.Men: Patreon","OlderGay.Men","Patreon","",$25.30,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/03/2024","Elements Hostel","Housing: Hostel","Housing","Hostel","",$19.59,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/03/2024","British Airways","Transportation: Air travel","Transportation","Air travel","",$17.77,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/03/2024","Rewe Peggy Jahn Ohg","Food: Groceries","Food","Groceries","",$16.97,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/03/2024","Automaten","Transportation: Train/Bus","Transportation","Train/Bus","",$16.42,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/03/2024","Salon Haarmonie","Personal expenses: Barber","Personal expenses","Barber","",$16.10,$0.00,"Reconciled"
"Chase checking","","05/03/2024","ATM Fee","Financial: Interest & Fees","Financial","Interest & Fees","",$5.00,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/03/2024","Apotheke Berlin","Health: Pharmacy","Health","Pharmacy","",$2.52,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/03/2024","Sanifair Halle Hauptbahnh","Health: Pharmacy","Health","Pharmacy","",$1.07,$0.00,"Reconciled"
"Apple Savings","","05/03/2024","Deposit","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$0.77,"Reconciled"
"Chase checking","","05/02/2024","Transfer : Chase Sapphire Reserve","","","","",$741.23,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/02/2024","Gotrentalcars Booking","Transportation: Car rental","Transportation","Car rental","",$436.00,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/02/2024","Vertrieb","Transportation: Train/Bus","Transportation","Train/Bus","",$69.58,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/02/2024","Safestay.com","Housing: Hostel","Housing","Hostel","",$60.20,$0.00,"Reconciled"
"Apple Card","","05/02/2024","DB Vertrieb Gmbh","Transportation: Train/Bus","Transportation","Train/Bus","",$38.55,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/02/2024","Kaufland Berlin Mitte","Food: Groceries","Food","Groceries","",$11.08,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/02/2024","Hostelworld.com","Housing: Hostel","Housing","Hostel","",$10.46,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/02/2024","Email to Notion","Electronics and software: Software","Electronics and software","Software","",$5.99,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/02/2024","Total Service Station","Food: Fast food","Food","Fast food","",$2.96,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/02/2024","Hostelworld.com","Housing: Hostel","Housing","Hostel","",$2.02,$0.00,"Reconciled"
"Chase checking","","05/02/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$56.74,"Reconciled"
"Chase Sapphire Reserve","","05/02/2024","Transfer : Chase checking","","","","",$0.00,$741.23,"Reconciled"
"Instacart Mastercard","","05/01/2024","Flblue Aca","Health: Health insurance","Health","Health insurance","",$634.30,$0.00,"Reconciled"
"Chase checking","","05/01/2024","Transfer : Apple Card","","","","",$390.23,$0.00,"Reconciled"
"Paypal","","05/01/2024","Mehul Trivedi","OlderGay.Men: Staff","OlderGay.Men","Staff","",$138.00,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/01/2024","Media Markt Hifi El","Electronics and software: Hardware","Electronics and software","Hardware","",$53.67,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/01/2024","Museum Berlin","Entertainment: Tourism","Entertainment","Tourism","",$10.90,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/01/2024","Kamps Berlin Alexa","Food: Fast food","Food","Fast food","",$6.75,$0.00,"Reconciled"
"Chase Sapphire Reserve","","05/01/2024","Populaer Im Pavillon","Food: Fast food","Food","Fast food","",$5.90,$0.00,"Reconciled"
"Apple Savings","","05/01/2024","Interest Earned","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$0.10,"Reconciled"
"Apple Card","","05/01/2024","Transfer : Chase checking","","","","",$0.00,$390.23,"Reconciled"
"Chase Sapphire Reserve","","04/30/2024","Big Bus Tours","Entertainment: Tourism","Entertainment","Tourism","",$32.27,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/30/2024","Cloudflare","OlderGay.Men: Cloudflare","OlderGay.Men","Cloudflare","",$24.24,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/30/2024","Souvenirshop Fernsehturm","Entertainment: Tourism","Entertainment","Tourism","Berlin TV tower",$22.16,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/30/2024","Cloudflare","OlderGay.Men: Cloudflare","OlderGay.Men","Cloudflare","",$16.44,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/30/2024","Media Markt Hifi El","Electronics and software: Hardware","Electronics and software","Hardware","",$13.97,$0.00,"Reconciled"
"Chase Amazon","","04/30/2024","Kindle Unlimited","Hidden Categories: Recurring expenses (see the Chronicle app)","Hidden Categories","Recurring expenses (see the Chronicle app)","",$12.80,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/30/2024","Coffee Fellows Alex","Food: Fast food","Food","Fast food","",$12.15,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/30/2024","Der Neue Oldtimer","Entertainment: Bars","Entertainment","Bars","",$7.10,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/30/2024","Drogerie Markt","Food: Fast food","Food","Fast food","",$6.67,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/30/2024","Media Markt Hifi El","Electronics and software: Hardware","Electronics and software","Hardware","",$4.29,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/30/2024","Muddastadt Filiale","Transportation: Mass transit","Transportation","Mass transit","",$2.10,$0.00,"Reconciled"
"Apple Savings","","04/30/2024","Deposit","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$0.64,"Reconciled"
"Chase checking","","04/30/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$74.69,"Reconciled"
"Chase checking","","04/30/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$129.01,"Reconciled"
"Chase Sapphire Reserve","","04/29/2024","Aldi","Food: Groceries","Food","Groceries","",$44.13,$0.00,"Reconciled"
"Apple Card","","04/29/2024","Apple","Electronics and software: Hardware","Electronics and software","Hardware","Apple Watch",$31.16,$0.00,"Reconciled"
"Chase checking","","04/29/2024","Apple Pay","Food: Alcohol","Food","Alcohol","",$20.98,$0.00,"Reconciled"
"Chase Amazon","","04/29/2024","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$11.81,$0.00,"Reconciled"
"Chase checking","","04/29/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$122.22,"Reconciled"
"Chase checking","","04/29/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$143.56,"Reconciled"
"Chase Sapphire Reserve","","04/28/2024","Berlin Brandenburg Wel","Entertainment: Tourism","Entertainment","Tourism","",$61.22,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/28/2024","Lcy Soul and Grain as","Food: Restaurants","Food","Restaurants","",$17.46,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/28/2024","Der Neue Oldtimer","Entertainment: Bars","Entertainment","Bars","",$7.09,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/28/2024","Der Neue Oldtimer","Entertainment: Bars","Entertainment","Bars","",$7.09,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/28/2024","Transport for London","Transportation: Mass transit","Transportation","Mass transit","",$2.20,$0.00,"Reconciled"
"Apple Card","","04/26/2024","Drafts","Electronics and software: Software","Electronics and software","Software","",$21.34,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/26/2024","London Underground Ticket Machine","Transportation: Mass transit","Transportation","Mass transit","",$19.83,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/26/2024","Mia Villa Pizza","Food: Restaurants","Food","Restaurants","",$14.21,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/26/2024","Costa Coffee","Food: Fast food","Food","Fast food","",$8.48,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/26/2024","Lidl","Food: Groceries","Food","Groceries","",$3.42,$0.00,"Reconciled"
"Chase checking","","04/26/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$58.49,"Reconciled"
"Chase checking","","04/25/2024","T-Mobile","Bills & utilities: Cellphone","Bills & utilities","Cellphone","",$80.00,$0.00,"Reconciled"
"Chase Amazon","","04/25/2024","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$23.18,$0.00,"Reconciled"
"Chase Amazon","","04/25/2024","Amazon","Income: Rented Rooms","Income","Rented Rooms","Water bottles",$21.39,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/25/2024","Transit Sfrta","Transportation: Mass transit","Transportation","Mass transit","",$5.00,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/25/2024","Broward County Transit","Transportation: Mass transit","Transportation","Mass transit","",$2.00,$0.00,"Reconciled"
"American Airlines Mastercard","","04/25/2024","Congrats! Aa Spend Bonus","Transportation: Air travel","Transportation","Air travel","",$0.00,$200.00,"Reconciled"
"Chase checking","","04/24/2024","Transfer : American Airlines Mastercard","","","","",$458.30,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/24/2024","Carenow Pic","Health: Doctor","Health","Doctor","",$185.00,$0.00,"Reconciled"
"Chase checking","","04/24/2024","Online Payment to Eddy Silva Landscaping","Housing: Landscaping","Housing","Landscaping","",$150.00,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/24/2024","Lyft","Transportation: Taxi","Transportation","Taxi","",$10.97,$0.00,"Reconciled"
"Chase checking","","04/24/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$113.49,"Reconciled"
"American Airlines Mastercard","","04/24/2024","Transfer : Chase checking","","","","",$0.00,$458.30,"Reconciled"
"Chase checking","","04/23/2024","Transfer : Paypal","","","","",$100.00,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/23/2024","Epe Industries Inc","Electronics and software: Hardware","Electronics and software","Hardware","iMac shipping box",$84.99,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/23/2024","MD Now","Health: Doctor","Health","Doctor","",$75.00,$0.00,"Reconciled"
"Chase checking","","04/23/2024","Transfer : Paypal","","","","",$50.00,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/23/2024","Walgreens","Food: Fast food","Food","Fast food","Split (1/4) ",$3.29,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/23/2024","Walgreens","Gifts & donations: Gifts","Gifts & donations","Gifts","Split (2/4) ",$4.99,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/23/2024","Walgreens","Health: Medication","Health","Medication","Split (3/4) ",$16.96,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/23/2024","Walgreens","Health: Pharmacy","Health","Pharmacy","Split (4/4) ",$13.99,$0.00,"Reconciled"
"Chase Amazon","","04/23/2024","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$25.70,$0.00,"Reconciled"
"Chase Amazon","","04/23/2024","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$15.63,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/23/2024","Broward County Transit","Transportation: Mass transit","Transportation","Mass transit","",$2.00,$0.00,"Reconciled"
"Paypal","","04/23/2024","Transfer : Chase checking","","","","",$0.00,$50.00,"Reconciled"
"Paypal","","04/23/2024","Transfer : Chase checking","","","","",$0.00,$100.00,"Reconciled"
"Chase checking","","04/23/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$152.77,"Reconciled"
"Instacart Mastercard","","04/22/2024","Front Growth","OlderGay.Men: Front","OlderGay.Men","Front","",$70.30,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/22/2024","Netflix","Hidden Categories: Recurring expenses (see the Chronicle app)","Hidden Categories","Recurring expenses (see the Chronicle app)","",$16.54,$0.00,"Reconciled"
"Chase checking","","04/22/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$471.61,"Reconciled"
"Chase Sapphire Reserve","","04/21/2024","Hover","OlderGay.Men: Domain Registration","OlderGay.Men","Domain Registration","",$59.17,$0.00,"Reconciled"
"Chase Amazon","","04/21/2024","Amazon","Housing: Household Supplies","Housing","Household Supplies","Garden hose",$54.56,$0.00,"Reconciled"
"Chase Amazon","","04/21/2024","Amazon","Housing: Household Supplies","Housing","Household Supplies","AC filters",$54.16,$0.00,"Reconciled"
"Instacart Mastercard","","04/21/2024","Aldi","Food: Groceries","Food","Groceries","",$51.29,$0.00,"Reconciled"
"Chase Amazon","","04/21/2024","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$37.70,$0.00,"Reconciled"
"Chase Amazon","","04/21/2024","Amazon","Housing: Household Supplies","Housing","Household Supplies","Coffee maker",$37.44,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/21/2024","DoorDash","Food: Fast food","Food","Fast food","",$24.14,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/21/2024","DoorDash","Food: Fast food","Food","Fast food","",$18.75,$0.00,"Reconciled"
"Chase Amazon","","04/21/2024","Amazon","Health: Pharmacy","Health","Pharmacy","",$8.32,$0.00,"Reconciled"
"Chase Amazon","","04/21/2024","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$0.00,$38.02,"Reconciled"
"Chase Sapphire Reserve","","04/20/2024","Hand & Stone Massage and Facial Spa","Health: Massage therapy","Health","Massage therapy","",$69.95,$0.00,"Reconciled"
"Instacart Mastercard","","04/19/2024","Notion Labs Inc","OlderGay.Men: Notion","OlderGay.Men","Notion","",$105.40,$0.00,"Reconciled"
"Chase Amazon","","04/19/2024","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$15.24,$0.00,"Reconciled"
"Chase Amazon","","04/19/2024","Amazon","Health: Pharmacy","Health","Pharmacy","",$13.49,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/19/2024","Toggl.com","Hidden Categories: Recurring expenses (see the Chronicle app)","Hidden Categories","Recurring expenses (see the Chronicle app)","",$10.00,$0.00,"Reconciled"
"Chase Amazon","","04/19/2024","Amazon","Housing: Household Supplies","Housing","Household Supplies","Soaker hose",$8.56,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/19/2024","Wucf","Entertainment: TV & Movies","Entertainment","TV & Movies","",$5.00,$0.00,"Reconciled"
"Apple Card","","04/19/2024","Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.03,$0.00,"Reconciled"
"Apple Card","","04/19/2024","Apple","Electronics and software: Software","Electronics and software","Software","",$0.00,$1.06,"Reconciled"
"Chase checking","","04/19/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$124.64,"Reconciled"
"Chase Amazon","","04/18/2024","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$29.90,$0.00,"Reconciled"
"Apple Card","","04/18/2024","ChatGPT","OlderGay.Men: ChatGPT","OlderGay.Men","ChatGPT","",$21.28,$0.00,"Reconciled"
"Chase Amazon","","04/18/2024","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$8.12,$0.00,"Reconciled"
"Apple Savings","","04/18/2024","Deposit","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$0.43,"Reconciled"
"Apple Savings","","04/18/2024","Deposit","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$0.61,"Reconciled"
"Chase Amazon","","04/17/2024","Amazon","Housing: Furniture","Housing","Furniture","Living room rug",$99.84,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/17/2024","DoorDash","Food: Groceries","Food","Groceries","",$42.07,$0.00,"Reconciled"
"Apple Card","","04/17/2024","YouTube","Entertainment: TV & Movies","Entertainment","TV & Movies","",$20.27,$0.00,"Reconciled"
"Apple Card","","04/17/2024","Disney+","Entertainment: TV & Movies","Entertainment","TV & Movies","",$1.06,$0.00,"Reconciled"
"Apple Savings","","04/17/2024","Deposit","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$0.03,"Reconciled"
"Chase Amazon","","04/17/2024","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$0.00,$19.97,"Reconciled"
"Chase Amazon","","04/17/2024","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$0.00,$38.02,"Reconciled"
"Chase checking","","04/17/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$56.74,"Reconciled"
"Instacart Mastercard","","04/16/2024","Comcast","Bills & utilities: Internet access","Bills & utilities","Internet access","",$61.00,$0.00,"Reconciled"
"Chase checking","","04/16/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$56.74,"Reconciled"
"Chase checking","","04/16/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$61.11,"Reconciled"
"Chase checking","","04/15/2024","City of Oakland Utilities","Bills & utilities: Water","Bills & utilities","Water","",$119.10,$0.00,"Reconciled"
"Chase checking","","04/15/2024","Apple Pay","Food: Alcohol","Food","Alcohol","",$21.00,$0.00,"Reconciled"
"Chase checking","","04/15/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$60.24,"Reconciled"
"Chase checking","","04/15/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$67.90,"Reconciled"
"Instacart Mastercard","","04/14/2024","Github.com","OlderGay.Men: GitHub","OlderGay.Men","GitHub","",$10.12,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/14/2024","Akismet Wdym","OlderGay.Men: Akismet","OlderGay.Men","Akismet","",$10.00,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/14/2024","Publix","Food: Groceries","Food","Groceries","",$7.29,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/14/2024","Indify Calendar Plan","Electronics and software: Software","Electronics and software","Software","",$4.00,$0.00,"Reconciled"
"Paypal","","04/12/2024","Mehul Trivedi","OlderGay.Men: Staff","OlderGay.Men","Staff","",$157.00,$0.00,"Reconciled"
"Chase checking","","04/12/2024","Transfer : Paypal","","","","",$50.00,$0.00,"Reconciled"
"Apple Savings","","04/12/2024","Deposit","Inflow: Ready to Assign","Inflow","Ready to Assign","",$0.00,$1.75,"Reconciled"
"Paypal","","04/12/2024","Transfer : Chase checking","","","","",$0.00,$50.00,"Reconciled"
"Apple Card","","04/11/2024","iPhone Payment","Electronics and software: Hardware","Electronics and software","Hardware","",$58.25,$0.00,"Reconciled"
"Paypal","","04/11/2024","HelloFresh","Food: Groceries","Food","Groceries","",$50.76,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/11/2024","Github.com","OlderGay.Men: GitHub","OlderGay.Men","GitHub","",$49.00,$0.00,"Reconciled"
"Chase Amazon","","04/11/2024","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$32.08,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/11/2024","Tropics Grille","Entertainment: Bars","Entertainment","Bars","",$22.54,$0.00,"Reconciled"
"Chase checking","","04/11/2024","Airbnb","Income: Rented Rooms","Income","Rented Rooms","",$0.00,$116.11,"Reconciled"
"Chase Amazon","","04/10/2024","Amazon","Housing: Household Supplies","Housing","Household Supplies","Blink camera",$89.36,$0.00,"Reconciled"
"Instacart Mastercard","","04/10/2024","Interest Charge","Financial: Interest & Fees","Financial","Interest & Fees","",$20.81,$0.00,"Reconciled"
"Chase Amazon","","04/10/2024","Amazon","Housing: Household Supplies","Housing","Household Supplies","Refrigerator bins",$18.17,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/10/2024","Broward County Transit","Transportation: Mass transit","Transportation","Mass transit","",$10.00,$0.00,"Reconciled"
"Chase Amazon","","04/10/2024","Amazon","Housing: Household Supplies","Housing","Household Supplies","",$7.44,$0.00,"Reconciled"
"Chase Sapphire Reserve","","04/10/2024","Publix","Food: Groceries","Food","Groceries","",$6.29,$0.00,"Reconciled"
